dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,OutputGraph.call_user_compiler,inductor_codecache_torch_key,_recursive_pre_grad_passes,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pad_mm_benchmark,pad_mm_benchmark_get_do_bench,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,mm_template_precompiling,mm_template_autotuning,InductorBenchmarker.benchmark,InductorBenchmarker.benchmark_gpu,CachingAutotuner.synchronize,benchmark_fused_nodes,CachingAutotuner.benchmark_all_configs,CachingAutotuner.coordinate_descent_tuning,bmm_template_precompiling,bmm_template_autotuning,addmm_template_precompiling,addmm_template_autotuning,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,reload_kernel_in_parent,async_compile.wait,build_guards,compile_file,pgo.dynamic_whitelist,gc,cudagraphify.get_container,CUDAGraphNode.record
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.698678,27.386884,1.705625,25.604712,0.004875,25.556327,1.209815,20.295589,0.438122,0.041174,0.015244,19.856512,19.835238,0.875196,1.487119,3.397778,13.955768,13.955666,9.708980,7.997821,5.049293,0.004756,1.519369,0.280731,14.270508,0.012548,2.773489,4.881640,7.931699,0.001468,1.315364,0.000348,1.090555,1.642130,0.063371,4.245442,4.231056,0.034300,0.299085,0.000093,0.000883,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.544638,25.257781,1.651417,23.537578,0.004537,23.492480,1.190894,18.229647,0.438793,0.042615,0.015107,17.789964,17.768561,0.880105,1.413551,3.502611,11.856135,11.856012,7.768234,6.088566,3.983938,0.004959,1.240095,0.182827,7.098250,0.012107,2.253194,1.344650,7.739733,0.001465,0.677041,0.000364,0.888633,1.608594,0.065143,4.086579,4.073083,0.032262,0.276249,0.000098,0.000730,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",27.847369,27.537936,1.653792,25.811743,0.004429,25.765405,1.183601,20.977719,0.416403,0.039029,0.014753,20.560557,20.540581,0.841141,1.422436,3.402106,14.762149,14.762024,10.549851,8.855511,5.458451,0.004981,1.732374,0.339407,21.001718,0.013291,3.032013,6.724952,12.202788,0.001457,1.318330,0.000345,1.541108,1.622779,0.065793,4.210846,4.196822,0.037214,0.296684,0.000115,0.001109,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",31.170074,30.879370,1.764183,29.035686,0.005355,28.985501,1.222475,23.564950,0.437533,0.041069,0.015234,23.126506,23.104895,0.885916,1.488907,3.510243,17.094437,17.094333,12.925934,11.223217,6.175117,0.004968,1.982235,0.491816,43.622171,0.012592,3.446504,18.875446,21.616744,0.001588,1.976268,0.000337,2.531805,1.631767,0.065048,4.167226,4.153693,0.060476,0.278461,0.000090,0.000811,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",57.094398,53.212326,1.691670,51.451063,0.106173,0.008021,51.135260,1.137857,46.686457,0.861620,0.358959,0.014962,45.824128,45.794397,0.806642,1.410183,9.055953,34.099025,34.098917,30.579082,27.857695,21.129081,0.010698,3.919672,0.707870,12.122494,0.064908,11.930739,0.491345,4.471371,0.003972,0.357229,0.003716,4.181390,2.708614,0.069382,3.352983,0.051640,1.142998,3.872782,0.000082,0.000208,0.008105,0.013337,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",57.094398,53.212326,1.691670,51.451063,0.106173,0.008021,51.135260,1.137857,46.686457,0.861620,0.358959,0.014962,45.824128,45.794397,0.806642,1.410183,9.055953,34.099025,34.098917,30.579082,27.857695,21.129081,0.010698,3.919672,0.707870,12.122494,0.064908,11.930739,0.491345,4.471371,0.003972,0.357229,0.003716,4.181390,2.708614,0.069382,3.352983,0.051640,1.142998,3.872782,0.000082,0.000208,0.008211,0.020179,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",57.094398,53.212326,1.691670,51.451063,0.106173,0.008021,51.135260,1.137857,46.686457,0.861620,0.358959,0.014962,45.824128,45.794397,0.806642,1.410183,9.055953,34.099025,34.098917,30.579082,27.857695,21.129081,0.010698,3.919672,0.707870,12.122494,0.064908,11.930739,0.491345,4.471371,0.003972,0.357229,0.003716,4.181390,2.708614,0.069382,3.352983,0.051640,1.142998,3.872782,0.000082,0.000208,0.008348,0.029378,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",57.094398,53.212326,1.691670,51.451063,0.106173,0.008021,51.135260,1.137857,46.686457,0.861620,0.358959,0.014962,45.824128,45.794397,0.806642,1.410183,9.055953,34.099025,34.098917,30.579082,27.857695,21.129081,0.010698,3.919672,0.707870,12.122494,0.064908,11.930739,0.491345,4.471371,0.003972,0.357229,0.003716,4.181390,2.708614,0.069382,3.352983,0.051640,1.142998,3.872782,0.000082,0.000208,0.008455,0.036723,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",57.094398,53.212326,1.691670,51.451063,0.106173,0.008021,51.135260,1.137857,46.686457,0.861620,0.358959,0.014962,45.824128,45.794397,0.806642,1.410183,9.055953,34.099025,34.098917,30.579082,27.857695,21.129081,0.010698,3.919672,0.707870,12.122494,0.064908,11.930739,0.491345,4.471371,0.003972,0.357229,0.003716,4.181390,2.708614,0.069382,3.352983,0.051640,1.142998,3.872782,0.000082,0.000208,0.008585,0.045778,0
